"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"05.11.2010","10.428,10","10.657,50","10.660,40","10.369,90","324,96M","-1,65%"
"04.11.2010","10.602,80","10.698,40","10.744,30","10.567,40","313,37M","0,32%"
"03.11.2010","10.569,50","10.788,50","10.795,10","10.528,40","239,13M","-1,79%"
"02.11.2010","10.762,10","10.562,20","10.768,60","10.540,20","284,25M","1,06%"
"01.11.2010","10.649,50","10.901,80","10.903,40","10.602,20","193,51M","-1,51%"
"29.10.2010","10.812,90","10.735,30","10.878,70","10.683,90","201,94M","0,55%"
"28.10.2010","10.753,50","10.715,70","10.777,60","10.657,30","238,58M","0,50%"
"27.10.2010","10.700,10","10.747,40","10.865,40","10.693,70","222,96M","-0,90%"
"26.10.2010","10.797,80","10.825,00","10.855,90","10.729,70","172,82M","-0,67%"
"25.10.2010","10.870,30","10.986,00","10.988,40","10.835,20","149,93M","-0,50%"
"22.10.2010","10.924,80","10.860,60","10.984,20","10.826,10","133,64M","0,30%"
"21.10.2010","10.892,30","10.830,20","10.943,00","10.797,50","233,27M","-0,04%"
"20.10.2010","10.896,90","10.841,10","10.915,30","10.806,70","172,94M","0,01%"
"19.10.2010","10.895,30","10.883,70","11.021,60","10.854,10","269,32M","-0,02%"
"18.10.2010","10.897,70","10.820,10","10.908,10","10.751,20","165,84M","0,27%"
"15.10.2010","10.868,20","10.866,00","10.895,70","10.785,70","228,69M","0,17%"
"14.10.2010","10.849,70","10.898,80","10.982,10","10.847,40","214,97M","-0,15%"
"13.10.2010","10.866,10","10.680,20","10.894,80","10.662,40","223,61M","2,05%"
"12.10.2010","10.648,20","10.637,90","10.666,50","10.529,70","157,53M","-0,49%"
"11.10.2010","10.700,80","10.723,80","10.756,90","10.645,40","145,73M","-0,19%"
"08.10.2010","10.720,80","10.705,90","10.758,10","10.632,00","156,85M","-0,18%"
"07.10.2010","10.740,30","10.701,40","10.830,20","10.595,50","177,98M","0,37%"
"06.10.2010","10.700,20","10.724,60","10.803,30","10.674,30","225,50M","0,46%"
"05.10.2010","10.651,20","10.404,50","10.654,70","10.341,00","205,52M","2,58%"
"04.10.2010","10.383,00","10.449,20","10.493,30","10.310,20","186,75M","-0,64%"
"01.10.2010","10.450,10","10.520,10","10.638,00","10.391,60","227,23M","-0,61%"
"30.09.2010","10.514,50","10.407,40","10.681,00","10.378,80","233,74M","0,26%"
"29.09.2010","10.486,80","10.610,40","10.670,30","10.427,30","175,52M","-0,98%"
"28.09.2010","10.590,70","10.570,90","10.664,00","10.413,60","207,88M","-0,21%"
"27.09.2010","10.613,00","10.732,00","10.767,30","10.574,80","147,30M","-1,07%"
"24.09.2010","10.727,60","10.456,90","10.748,40","10.418,40","234,78M","2,15%"
"23.09.2010","10.501,50","10.652,80","10.653,50","10.401,80","229,66M","-0,51%"
"22.09.2010","10.555,20","10.803,90","10.805,50","10.511,90","220,40M","-1,93%"
"21.09.2010","10.762,50","10.718,20","10.902,50","10.718,10","213,90M","0,18%"
"20.09.2010","10.743,10","10.622,10","10.751,30","10.569,10","173,25M","1,46%"
"17.09.2010","10.588,60","10.799,60","10.839,70","10.544,40","313,05M","-1,20%"
"16.09.2010","10.716,80","10.741,80","10.787,60","10.703,50","133,92M","-0,33%"
"15.09.2010","10.751,80","10.846,00","10.846,50","10.670,00","146,18M","-0,51%"
"14.09.2010","10.806,60","10.759,90","10.835,00","10.689,90","161,44M","0,38%"
"13.09.2010","10.765,20","10.775,70","10.831,20","10.734,00","154,16M","0,71%"
"10.09.2010","10.689,60","10.642,70","10.725,00","10.622,70","140,77M","-0,22%"
"09.09.2010","10.712,90","10.547,30","10.773,60","10.497,90","186,43M","1,20%"
"08.09.2010","10.586,20","10.449,10","10.609,40","10.420,00","147,37M","1,02%"
"07.09.2010","10.479,10","10.579,20","10.592,40","10.410,30","145,89M","-1,35%"
"06.09.2010","10.622,70","10.678,80","10.678,90","10.597,90","79,13M","0,22%"
"03.09.2010","10.599,40","10.556,90","10.708,80","10.503,10","180,73M","0,59%"
"02.09.2010","10.537,60","10.513,90","10.578,60","10.467,70","148,75M","-0,07%"
"01.09.2010","10.544,80","10.232,70","10.544,80","10.170,10","200,28M","3,51%"
"31.08.2010","10.187,00","9.980,90","10.187,00","9.964,20","181,13M","0,50%"
"30.08.2010","10.136,00","10.201,50","10.211,60","10.097,70","74,50M","-0,12%"
"27.08.2010","10.148,20","9.951,30","10.164,80","9.938,10","148,17M","1,44%"
"26.08.2010","10.004,40","9.992,80","10.056,40","9.934,80","138,04M","1,12%"
"25.08.2010","9.894,00","10.034,70","10.088,70","9.773,80","186,30M","-1,57%"
"24.08.2010","10.052,30","10.129,50","10.140,70","9.954,80","157,98M","-1,65%"
"23.08.2010","10.221,20","10.117,10","10.306,20","10.087,70","119,94M","1,26%"
"20.08.2010","10.094,30","10.220,90","10.302,60","10.018,70","154,42M","-1,40%"
"19.08.2010","10.238,00","10.441,00","10.538,20","10.225,60","175,87M","-1,47%"
"18.08.2010","10.391,00","10.322,80","10.411,90","10.250,90","107,46M","0,21%"
"17.08.2010","10.369,50","10.283,70","10.380,50","10.203,90","138,75M","1,08%"
"16.08.2010","10.258,30","10.284,50","10.335,70","10.143,70","119,64M","-0,17%"
"13.08.2010","10.275,80","10.438,40","10.448,20","10.201,60","165,48M","-0,64%"
"12.08.2010","10.342,40","10.335,00","10.432,40","10.259,70","173,58M","-0,31%"
"11.08.2010","10.374,80","10.631,90","10.688,10","10.336,00","208,22M","-3,21%"
"10.08.2010","10.718,50","10.757,30","10.801,90","10.673,90","117,52M","-0,87%"
"09.08.2010","10.812,60","10.802,80","10.831,20","10.764,80","106,32M","1,52%"
"06.08.2010","10.651,10","10.886,20","10.907,30","10.576,50","166,73M","-1,74%"
"05.08.2010","10.840,00","10.868,40","10.953,10","10.786,40","150,18M","-0,03%"
"04.08.2010","10.843,30","10.865,40","10.905,70","10.720,50","150,73M","-0,26%"
"03.08.2010","10.871,40","10.781,90","10.884,00","10.727,40","182,95M","0,33%"
"02.08.2010","10.835,40","10.535,40","10.860,80","10.489,80","219,45M","3,20%"
"30.07.2010","10.499,80","10.607,80","10.638,60","10.430,30","214,58M","-1,50%"
"29.07.2010","10.659,50","10.678,00","10.788,00","10.602,50","217,49M","0,15%"
"28.07.2010","10.643,90","10.712,40","10.721,80","10.595,90","196,58M","-0,01%"
"27.07.2010","10.645,00","10.544,80","10.684,70","10.533,10","257,33M","1,32%"
"26.07.2010","10.506,70","10.476,70","10.512,40","10.331,00","174,56M","1,14%"
"23.07.2010","10.388,20","10.257,50","10.417,30","10.221,40","279,66M","0,83%"
"22.07.2010","10.302,90","9.974,40","10.334,70","9.967,80","203,14M","2,61%"
"21.07.2010","10.040,80","10.129,10","10.168,30","10.003,50","185,00M","-0,20%"
"20.07.2010","10.061,30","10.036,20","10.076,20","9.804,90","192,43M","1,32%"
"19.07.2010","9.929,80","9.961,30","10.157,60","9.849,90","154,04M","-0,62%"
"16.07.2010","9.991,70","10.196,20","10.253,90","9.913,30","206,86M","-1,66%"
"15.07.2010","10.160,20","10.232,70","10.318,70","10.077,30","249,58M","-1,15%"
"14.07.2010","10.278,50","10.309,60","10.315,20","10.159,40","183,79M","0,19%"
"13.07.2010","10.259,50","10.084,60","10.259,50","10.044,00","181,69M","2,00%"
"12.07.2010","10.058,20","10.145,40","10.146,40","9.967,50","153,82M","-0,68%"
"09.07.2010","10.127,30","10.165,40","10.185,50","10.044,70","204,14M","0,46%"
"08.07.2010","10.080,50","10.067,90","10.120,70","9.929,60","320,94M","0,93%"
"07.07.2010","9.987,40","9.529,80","9.987,40","9.457,00","345,16M","3,87%"
"06.07.2010","9.615,00","9.356,00","9.698,10","9.346,30","222,68M","3,59%"
"05.07.2010","9.281,50","9.247,30","9.367,30","9.202,00","153,61M","0,33%"
"02.07.2010","9.250,80","9.228,00","9.434,30","9.158,70","209,53M","0,79%"
"01.07.2010","9.178,20","9.041,70","9.341,00","8.977,70","277,68M","-0,92%"
"30.06.2010","9.263,40","9.212,10","9.407,40","9.122,60","279,91M","1,12%"
"29.06.2010","9.160,40","9.525,40","9.544,90","9.160,40","247,66M","-5,45%"
"28.06.2010","9.688,50","9.612,40","9.705,20","9.490,10","186,72M","1,61%"
"25.06.2010","9.535,00","9.576,40","9.677,60","9.451,50","229,34M","-0,54%"
"24.06.2010","9.586,50","9.953,70","9.969,80","9.549,30","221,76M","-3,03%"
"23.06.2010","9.886,00","9.896,60","10.031,30","9.824,70","186,33M","-1,30%"
"22.06.2010","10.016,10","10.020,70","10.071,70","9.872,00","225,62M","-0,55%"
"21.06.2010","10.071,90","10.127,70","10.209,50","10.016,00","203,96M","1,00%"
"18.06.2010","9.971,80","9.774,80","10.051,80","9.773,60","398,79M","2,22%"
"17.06.2010","9.755,10","9.671,00","9.841,30","9.650,90","239,36M","0,74%"
"16.06.2010","9.683,30","9.803,90","9.838,80","9.572,20","250,80M","-0,60%"
"15.06.2010","9.742,00","9.475,80","9.764,90","9.414,00","256,96M","1,65%"
"14.06.2010","9.584,00","9.662,00","9.690,70","9.483,70","265,71M","0,23%"
"11.06.2010","9.561,70","9.276,00","9.648,70","9.265,70","422,40M","3,95%"
"10.06.2010","9.198,20","8.807,80","9.242,60","8.712,30","291,72M","3,72%"
"09.06.2010","8.868,70","8.725,90","8.868,70","8.610,60","273,07M","2,29%"
"08.06.2010","8.669,80","8.880,40","8.888,90","8.563,60","263,26M","-1,43%"
"07.06.2010","8.795,30","8.825,20","8.962,60","8.664,00","244,84M","-1,44%"
"04.06.2010","8.923,40","9.289,60","9.315,10","8.881,70","324,04M","-3,80%"
"03.06.2010","9.276,20","9.469,70","9.488,80","9.258,30","209,29M","0,09%"
"02.06.2010","9.268,00","9.212,10","9.304,50","9.031,90","229,31M","-0,34%"
"01.06.2010","9.299,70","9.282,20","9.356,20","9.019,40","241,67M","-0,64%"
"31.05.2010","9.359,40","9.346,10","9.403,80","9.328,40","114,24M","-0,70%"
"28.05.2010","9.425,50","9.452,10","9.492,10","9.372,20","237,54M","0,97%"
"27.05.2010","9.334,90","9.129,50","9.395,10","8.906,80","351,37M","3,23%"
"26.05.2010","9.042,60","9.156,00","9.241,80","9.042,60","329,13M","0,42%"
"25.05.2010","9.004,40","8.969,90","9.027,40","8.812,10","342,28M","-3,05%"
"24.05.2010","9.287,90","9.514,80","9.552,30","9.169,80","184,35M","-1,27%"
"21.05.2010","9.407,30","9.288,50","9.443,50","9.005,90","468,41M","1,48%"
"20.05.2010","9.270,50","9.471,70","9.564,10","9.037,50","323,50M","-1,13%"
"19.05.2010","9.376,50","9.430,30","9.518,40","9.233,20","292,52M","-2,61%"
"18.05.2010","9.627,60","9.480,90","9.716,80","9.419,60","280,33M","3,68%"
"17.05.2010","9.286,10","9.224,30","9.488,40","9.140,50","292,06M","-0,31%"
"14.05.2010","9.314,70","9.891,10","9.896,80","9.192,60","397,50M","-6,64%"
"13.05.2010","9.977,50","10.222,50","10.222,50","9.846,30","230,20M","-1,11%"
"12.05.2010","10.089,80","9.927,90","10.284,90","9.812,20","296,29M","0,81%"
"11.05.2010","10.008,60","10.056,70","10.146,80","9.731,30","372,08M","-3,32%"
"10.05.2010","10.351,90","9.059,20","10.351,90","9.058,60","694,14M","14,43%"
"07.05.2010","9.046,10","9.175,40","9.568,80","8.925,90","539,32M","-3,28%"
"06.05.2010","9.352,60","9.539,20","9.837,50","9.267,50","460,57M","-2,93%"
"05.05.2010","9.635,20","9.864,60","9.904,50","9.505,70","516,29M","-2,27%"
"04.05.2010","9.859,10","10.363,60","10.411,80","9.812,80","462,13M","-5,41%"
"03.05.2010","10.422,80","10.426,20","10.452,20","10.272,00","162,60M","-0,66%"
"30.04.2010","10.492,20","10.477,10","10.648,60","10.382,20","270,79M","0,49%"
"29.04.2010","10.441,00","10.190,70","10.511,30","10.138,60","325,11M","2,69%"
"28.04.2010","10.167,00","10.350,80","10.480,30","10.077,90","502,86M","-2,99%"
"27.04.2010","10.480,90","10.884,60","10.904,50","10.480,90","317,12M","-4,19%"
"26.04.2010","10.939,30","11.042,70","11.092,60","10.837,80","243,52M","0,19%"
"23.04.2010","10.918,20","10.833,20","11.027,30","10.759,70","225,34M","0,89%"
"22.04.2010","10.821,90","11.045,10","11.079,20","10.753,40","297,17M","-2,19%"
"21.04.2010","11.064,70","11.328,50","11.337,30","11.041,80","210,78M","-2,13%"
"20.04.2010","11.305,60","11.256,30","11.334,70","11.140,10","186,47M","0,95%"
"19.04.2010","11.199,50","11.155,50","11.264,10","11.118,20","200,53M","-0,53%"
"16.04.2010","11.259,70","11.441,70","11.546,90","11.210,50","318,01M","-2,29%"
"15.04.2010","11.523,50","11.533,10","11.543,90","11.372,00","196,78M","0,17%"
"14.04.2010","11.503,70","11.519,60","11.566,10","11.460,20","155,81M","0,37%"
"13.04.2010","11.461,00","11.415,80","11.535,70","11.403,50","196,68M","0,00%"
"12.04.2010","11.460,80","11.468,00","11.554,80","11.416,10","191,87M","0,58%"
"09.04.2010","11.394,20","11.161,10","11.408,50","11.139,50","257,58M","2,87%"
"08.04.2010","11.076,30","11.134,00","11.153,00","10.977,00","203,00M","-1,03%"
"07.04.2010","11.191,30","11.152,30","11.235,70","11.083,20","213,87M","0,28%"
"06.04.2010","11.160,60","11.143,20","11.185,10","10.968,20","165,52M","0,84%"
"01.04.2010","11.067,90","10.950,40","11.067,90","10.893,00","127,76M","1,81%"
"31.03.2010","10.871,30","10.942,80","11.014,80","10.774,00","196,14M","-1,00%"
"30.03.2010","10.980,70","11.133,60","11.157,00","10.968,00","131,81M","-0,99%"
"29.03.2010","11.091,00","11.108,20","11.166,40","11.013,00","134,36M","0,18%"
"26.03.2010","11.071,10","11.054,10","11.124,00","11.004,00","150,09M","-0,18%"
"25.03.2010","11.091,40","10.908,50","11.092,80","10.825,90","189,75M","2,07%"
"24.03.2010","10.866,30","11.027,00","11.041,10","10.747,50","217,84M","-1,18%"
"23.03.2010","10.996,20","10.884,50","11.013,90","10.864,80","214,99M","1,24%"
"22.03.2010","10.861,90","10.959,60","10.960,40","10.694,20","212,78M","-1,17%"
"19.03.2010","10.990,80","11.132,40","11.141,40","10.929,60","277,79M","-0,75%"
"18.03.2010","11.073,50","11.119,60","11.156,40","11.021,30","177,33M","-0,84%"
"17.03.2010","11.166,80","11.128,00","11.190,00","11.090,40","172,17M","0,97%"
"16.03.2010","11.059,30","11.028,60","11.061,80","10.921,10","167,09M","0,93%"
"15.03.2010","10.957,80","11.069,90","11.078,30","10.932,20","145,67M","-1,08%"
"12.03.2010","11.077,00","11.078,90","11.181,30","11.049,40","148,50M","0,29%"
"11.03.2010","11.045,40","11.076,20","11.128,00","10.988,30","156,09M","-0,68%"
"10.03.2010","11.121,00","11.018,30","11.121,00","10.976,80","166,33M","1,07%"
"09.03.2010","11.002,80","11.101,10","11.108,60","10.911,10","170,67M","-0,68%"
"08.03.2010","11.078,30","11.103,10","11.123,80","11.031,70","170,67M","0,53%"
"05.03.2010","11.019,80","10.780,10","11.032,80","10.718,60","217,38M","2,55%"
"04.03.2010","10.745,30","10.595,60","10.814,60","10.577,10","231,16M","0,76%"
"03.03.2010","10.664,50","10.485,10","10.679,50","10.411,80","194,88M","1,36%"
"02.03.2010","10.521,50","10.441,80","10.532,90","10.339,30","176,21M","0,83%"
"01.03.2010","10.434,90","10.434,70","10.504,90","10.287,60","164,86M","0,98%"
"26.02.2010","10.333,60","10.243,40","10.345,20","10.118,40","230,26M","2,05%"
"25.02.2010","10.126,20","10.195,60","10.312,40","10.047,20","219,85M","-1,25%"
"24.02.2010","10.254,00","10.304,70","10.333,80","10.089,40","221,73M","-0,57%"
"23.02.2010","10.312,90","10.597,60","10.638,60","10.267,50","211,99M","-2,44%"
"22.02.2010","10.570,50","10.752,50","10.773,60","10.541,10","150,11M","-0,99%"
"19.02.2010","10.676,70","10.472,40","10.676,70","10.404,00","244,80M","0,97%"
"18.02.2010","10.574,20","10.466,70","10.574,20","10.417,90","197,32M","0,72%"
"17.02.2010","10.498,60","10.470,90","10.551,50","10.426,50","198,80M","1,01%"
"16.02.2010","10.393,90","10.397,90","10.430,50","10.230,40","151,84M","0,97%"
"15.02.2010","10.293,60","10.298,50","10.386,80","10.240,30","109,91M","0,67%"
"12.02.2010","10.224,90","10.393,90","10.409,80","10.149,20","183,50M","-0,55%"
"11.02.2010","10.281,70","10.554,50","10.557,40","10.162,70","262,94M","-1,66%"
"10.02.2010","10.455,00","10.383,10","10.543,10","10.358,90","306,76M","1,75%"
"09.02.2010","10.275,40","10.160,80","10.339,20","10.084,90","279,59M","0,68%"
"08.02.2010","10.206,30","10.132,10","10.259,20","9.970,90","310,59M","1,02%"
"05.02.2010","10.103,30","10.123,30","10.277,50","9.916,60","537,89M","-1,35%"
"04.02.2010","10.241,70","10.882,30","10.920,10","10.220,70","503,37M","-5,94%"
"03.02.2010","10.888,40","11.189,60","11.201,60","10.867,80","269,11M","-2,27%"
"02.02.2010","11.140,90","11.022,40","11.158,40","10.945,50","208,61M","1,33%"
"01.02.2010","10.995,20","10.852,40","11.033,70","10.839,40","202,75M","0,43%"
"29.01.2010","10.947,70","10.904,00","11.045,30","10.821,20","222,50M","1,09%"
"28.01.2010","10.829,30","11.154,90","11.200,50","10.829,30","287,03M","-1,93%"
"27.01.2010","11.042,20","11.199,50","11.203,90","10.997,70","328,40M","-2,69%"
"26.01.2010","11.347,30","11.158,80","11.385,50","11.140,40","217,30M","0,87%"
"25.01.2010","11.249,30","11.275,40","11.383,30","11.223,70","203,57M","-1,09%"
"22.01.2010","11.373,40","11.410,00","11.423,50","11.204,50","302,53M","-0,62%"
"21.01.2010","11.444,00","11.771,80","11.788,80","11.414,10","288,24M","-2,26%"
"20.01.2010","11.709,00","11.987,30","12.039,00","11.642,50","233,65M","-2,61%"
"19.01.2010","12.022,60","11.850,40","12.049,20","11.772,50","202,30M","1,28%"
"18.01.2010","11.870,70","11.888,50","11.897,70","11.788,80","95,62M","0,22%"
"15.01.2010","11.845,00","12.028,50","12.085,30","11.818,60","236,37M","-1,29%"
"14.01.2010","11.999,80","12.049,10","12.050,40","11.902,30","153,86M","0,35%"
"13.01.2010","11.958,30","11.923,00","12.027,20","11.909,60","181,72M","-0,07%"
"12.01.2010","11.966,10","12.094,40","12.134,20","11.941,10","186,74M","-0,90%"
"11.01.2010","12.074,50","12.192,50","12.233,90","12.066,10","230,74M","-0,73%"
"08.01.2010","12.163,00","12.218,00","12.232,20","12.079,90","213,11M","-0,03%"
"07.01.2010","12.166,30","12.163,00","12.199,70","12.079,10","192,31M","-0,46%"
"06.01.2010","12.222,50","12.216,40","12.230,70","12.147,60","123,74M","0,15%"
"05.01.2010","12.204,40","12.141,80","12.240,50","12.139,80","238,43M","0,49%"
"04.01.2010","12.145,10","11.986,50","12.145,10","11.986,10","184,13M","1,72%"
"30.12.2009","11.940,00","12.018,40","12.020,10","11.923,00","103,34M","-0,79%"
"29.12.2009","12.035,10","12.034,70","12.056,50","11.985,20","99,44M","0,10%"
"28.12.2009","12.023,20","12.014,00","12.070,90","11.995,70","92,27M","0,47%"
"23.12.2009","11.967,50","11.957,10","11.990,40","11.916,40","124,70M","0,65%"
"22.12.2009","11.890,80","11.810,20","11.943,40","11.810,00","148,35M","0,51%"
"21.12.2009","11.830,80","11.696,90","11.843,00","11.656,80","159,94M","1,60%"
"18.12.2009","11.645,00","11.709,60","11.814,10","11.622,60","255,53M","-0,44%"
"17.12.2009","11.696,90","11.764,40","11.820,50","11.648,60","190,87M","-1,40%"
"16.12.2009","11.863,20","11.747,10","11.875,20","11.739,70","207,64M","1,09%"
"15.12.2009","11.735,50","11.696,70","11.757,50","11.592,40","185,78M","0,25%"
"14.12.2009","11.705,90","11.705,40","11.748,90","11.645,50","151,29M","0,77%"
"11.12.2009","11.616,00","11.610,50","11.676,70","11.598,30","210,76M","0,18%"
"10.12.2009","11.594,70","11.535,10","11.610,40","11.468,70","226,14M","0,46%"
"09.12.2009","11.541,20","11.771,70","11.833,70","11.497,40","291,14M","-2,27%"
"08.12.2009","11.808,90","11.957,30","12.035,00","11.758,40","152,91M","-1,69%"
"07.12.2009","12.011,80","11.975,80","12.065,00","11.930,50","120,88M","-0,17%"
"04.12.2009","12.032,20","11.864,40","12.055,30","11.831,60","187,91M","1,07%"
"03.12.2009","11.905,30","11.969,00","11.998,30","11.881,30","160,91M","0,31%"
"02.12.2009","11.868,80","11.856,70","11.930,50","11.788,20","162,92M","0,06%"
"01.12.2009","11.862,10","11.746,20","11.878,20","11.735,90","185,71M","1,87%"
"30.11.2009","11.644,70","11.839,40","11.874,60","11.603,60","169,76M","-1,12%"
"27.11.2009","11.776,80","11.431,40","11.829,20","11.415,80","205,59M","1,02%"
"26.11.2009","11.657,50","11.894,20","11.904,50","11.639,20","180,14M","-2,58%"
"25.11.2009","11.965,80","12.004,10","12.021,50","11.900,60","131,62M","0,51%"
"24.11.2009","11.905,20","11.832,80","11.973,00","11.808,00","142,71M","-0,30%"
"23.11.2009","11.940,50","11.845,90","11.975,90","11.832,90","131,89M","1,89%"
"20.11.2009","11.719,30","11.888,90","11.942,20","11.702,20","203,67M","-1,07%"
"19.11.2009","11.846,20","12.028,40","12.029,70","11.817,00","176,13M","-1,56%"
"18.11.2009","12.034,40","12.004,00","12.102,60","11.999,30","174,29M","0,63%"
"17.11.2009","11.959,40","11.964,90","12.016,10","11.928,60","175,33M","-0,23%"
"16.11.2009","11.986,90","11.943,00","12.007,10","11.910,10","188,88M","1,01%"
"13.11.2009","11.867,00","11.835,30","11.868,60","11.754,10","203,19M","0,27%"
"12.11.2009","11.834,50","11.790,20","11.916,40","11.757,40","209,88M","0,28%"
"11.11.2009","11.801,40","11.822,90","11.893,60","11.784,90","187,29M","-0,11%"
"10.11.2009","11.814,00","11.807,40","11.891,90","11.777,80","182,11M","-0,02%"
"09.11.2009","11.816,80","11.654,70","11.816,80","11.653,80","140,98M","2,04%"
"06.11.2009","11.580,60","11.518,00","11.627,70","11.391,60","188,61M","0,27%"
"05.11.2009","11.548,90","11.313,90","11.621,10","11.249,60","180,02M","1,42%"
"04.11.2009","11.387,70","11.308,70","11.398,80","11.286,00","166,88M","1,29%"
"03.11.2009","11.242,40","11.328,50","11.358,40","11.179,90","215,38M","-1,95%"
"02.11.2009","11.465,80","11.354,00","11.514,80","11.344,30","156,13M","0,45%"
"30.10.2009","11.414,80","11.689,00","11.761,10","11.366,20","214,01M","-2,30%"
"29.10.2009","11.683,40","11.398,70","11.690,40","11.357,70","232,27M","2,22%"
"28.10.2009","11.429,80","11.588,00","11.600,00","11.378,80","235,27M","-1,76%"
"27.10.2009","11.634,00","11.590,40","11.679,30","11.546,40","193,66M","0,10%"
"26.10.2009","11.622,60","11.796,80","11.833,20","11.583,80","195,70M","-1,00%"
"23.10.2009","11.739,80","11.911,00","11.960,40","11.733,40","214,71M","-0,75%"
"22.10.2009","11.828,60","11.713,00","11.855,50","11.686,30","198,32M","-0,39%"
"21.10.2009","11.875,20","11.786,60","11.911,40","11.644,90","204,79M","0,72%"
"20.10.2009","11.790,20","11.945,70","11.951,80","11.782,60","180,87M","-0,80%"
"19.10.2009","11.885,30","11.747,70","11.907,00","11.730,50","205,94M","1,79%"
"16.10.2009","11.676,40","11.889,40","11.952,90","11.611,50","311,13M","-1,46%"
"15.10.2009","11.849,70","11.900,30","11.942,80","11.792,80","241,44M","-0,18%"
"14.10.2009","11.870,90","11.714,20","11.881,70","11.713,10","263,95M","2,26%"
"13.10.2009","11.608,30","11.717,00","11.735,70","11.542,10","190,31M","-1,20%"
"12.10.2009","11.748,80","11.760,70","11.870,30","11.734,10","138,50M","0,05%"
"09.10.2009","11.743,20","11.809,00","11.907,50","11.691,80","213,73M","-0,60%"
"08.10.2009","11.814,30","11.857,80","11.905,70","11.753,10","223,07M","0,79%"
"07.10.2009","11.721,40","11.821,90","11.854,30","11.671,30","207,74M","-0,81%"
"06.10.2009","11.817,10","11.594,70","11.836,00","11.591,80","279,33M","2,25%"
"05.10.2009","11.557,00","11.322,20","11.579,00","11.271,00","257,15M","2,03%"
"02.10.2009","11.326,70","11.385,40","11.427,80","11.268,50","264,34M","-1,66%"
"01.10.2009","11.518,20","11.766,60","11.851,10","11.511,40","216,38M","-2,02%"
"30.09.2009","11.756,10","11.870,00","11.929,50","11.628,90","225,47M","-0,82%"
"29.09.2009","11.853,70","11.933,50","11.938,20","11.801,70","174,29M","-0,32%"
"28.09.2009","11.891,20","11.622,00","11.891,20","11.541,20","183,12M","2,12%"
"25.09.2009","11.643,80","11.692,80","11.712,50","11.561,00","156,68M","-0,45%"
"24.09.2009","11.695,90","11.808,00","11.900,90","11.640,80","216,36M","-1,33%"
"23.09.2009","11.853,30","11.813,10","11.879,60","11.801,10","154,92M","0,31%"
"22.09.2009","11.816,70","11.784,20","11.899,30","11.771,60","182,67M","0,76%"
"21.09.2009","11.727,40","11.772,30","11.774,00","11.623,00","165,27M","-0,42%"
"18.09.2009","11.777,30","11.728,60","11.837,70","11.718,20","280,85M","0,05%"
"17.09.2009","11.771,00","11.836,80","11.836,80","11.687,30","210,96M","0,21%"
"16.09.2009","11.746,90","11.657,50","11.800,00","11.648,80","205,78M","1,32%"
"15.09.2009","11.593,30","11.520,70","11.631,80","11.481,00","165,46M","0,88%"
"14.09.2009","11.492,60","11.343,50","11.517,10","11.283,00","182,35M","0,35%"
"11.09.2009","11.452,60","11.388,40","11.531,40","11.387,40","170,12M","0,99%"
"10.09.2009","11.340,80","11.514,10","11.516,70","11.260,00","218,43M","-1,06%"
"09.09.2009","11.462,00","11.325,00","11.469,90","11.319,30","166,26M","0,84%"
"08.09.2009","11.366,60","11.425,40","11.463,70","11.319,90","193,57M","-0,19%"
"07.09.2009","11.388,60","11.328,20","11.416,50","11.319,70","133,69M","1,48%"
"04.09.2009","11.222,70","11.088,20","11.222,70","11.064,70","194,00M","1,86%"
"03.09.2009","11.018,10","11.022,70","11.109,20","10.969,40","176,03M","0,17%"
"02.09.2009","10.999,70","11.126,60","11.138,80","10.874,40","220,56M","-1,55%"
"01.09.2009","11.173,00","11.434,00","11.443,00","11.167,60","178,38M","-1,69%"
"31.08.2009","11.365,10","11.359,80","11.481,40","11.342,90","132,49M","-0,68%"
"28.08.2009","11.442,70","11.419,40","11.522,80","11.395,80","159,99M","0,76%"
"27.08.2009","11.356,90","11.342,70","11.422,70","11.293,80","147,30M","-0,17%"
"26.08.2009","11.376,40","11.400,70","11.446,10","11.319,00","164,36M","-0,45%"
"25.08.2009","11.427,80","11.255,40","11.433,20","11.219,50","183,69M","1,10%"
"24.08.2009","11.303,80","11.239,80","11.349,20","11.189,70","161,99M","1,28%"
"21.08.2009","11.161,00","10.880,10","11.193,90","10.847,70","205,79M","2,46%"
"20.08.2009","10.892,50","10.804,80","10.918,00","10.795,10","123,55M","1,84%"
"19.08.2009","10.695,50","10.616,90","10.749,20","10.511,90","127,13M","-0,12%"
"18.08.2009","10.708,30","10.626,50","10.708,30","10.599,20","110,27M","1,04%"
"17.08.2009","10.598,50","10.857,40","10.857,40","10.537,90","183,09M","-2,78%"
"14.08.2009","10.901,90","11.055,50","11.120,70","10.852,80","137,71M","-1,31%"
"13.08.2009","11.046,80","10.942,50","11.144,10","10.925,80","175,18M","1,03%"
"12.08.2009","10.933,80","10.808,20","10.955,90","10.737,70","143,12M","0,94%"
"11.08.2009","10.831,90","10.947,90","11.011,30","10.786,00","142,15M","-0,83%"
"10.08.2009","10.923,00","10.934,20","10.934,20","10.848,20","108,09M","-0,22%"
"07.08.2009","10.947,60","10.738,70","10.984,00","10.713,20","185,46M","1,59%"
"06.08.2009","10.776,00","10.808,70","10.849,90","10.730,20","196,03M","0,67%"
